,Date,Team,Homeoraway,TeamWinPred,TeamScorePred,TeamOdds,TeamScore,Opponent,OpponentWinPred,OpponentScorePred,OpponentOdds,OpponentScore,GameTotal,Result,BetWinResult,Favourite,ScoredfromPred,ReceivedfromPred
648,2021.02.05,Los Angeles Clippers,Home,65%,111,1.46,115,Boston Celtics,35%,106,2.85,119,234,Lose,-1,Favourite,4,13
649,2021.02.05,Orlando Magic,Home,41%,111,2.15,123,Chicago Bulls,59%,115,1.75,119,242,Win,1.15,NotFav,12,4
650,2021.02.05,Phoenix Suns,Home,69%,112,1.29,109,Detroit Pistons,31%,105,3.85,92,201,Win,0.29,Favourite,-3,-13
651,2021.02.05,Cleveland Cavaliers,Home,28%,109,5.53,105,Milwaukee Bucks,72%,117,1.17,123,228,Lose,-1,NotFav,-4,6
652,2021.02.05,Oklahoma City Thunder,Home,66%,114,2.17,103,Minnesota Timberwolves,34%,108,1.74,106,209,Lose,-1,NotFav,-11,-2
653,2021.02.05,Indiana Pacers,Home,62%,116,1.82,113,New Orleans Pelicans,38%,111,2.05,114,227,Lose,-1,Favourite,-3,3
654,2021.02.05,Brooklyn Nets,Home,62%,120,1.45,117,Toronto Raptors,38%,115,2.89,123,240,Lose,-1,Favourite,-3,8
655,2021.02.05,Charlotte Hornets,Home,29%,104,3.82,121,Utah Jazz,71%,112,1.29,138,259,Lose,-1,NotFav,17,26
656,2021.02.05,Miami Heat,Home,64%,114,1.37,122,Washington Wizards,36%,109,3.27,95,217,Win,0.37,Favourite,8,-14
657,2021.02.06,Brooklyn Nets,Away,47%,118,3.1,108,Philadelphia 76ers,53%,120,1.42,124,232,Lose,-1,NotFav,-10,4
658,2021.02.06,Chicago Bulls,Away,59%,115,1.84,118,Orlando Magic,41%,111,2.02,92,210,Win,0.84,Favourite,3,-19
659,2021.02.06,Denver Nuggets,Away,67%,121,1.78,114,Sacramento Kings,33%,114,2.12,119,233,Lose,-1,Favourite,-7,5
660,2021.02.06,Detroit Pistons,Away,20%,102,9,129,Los Angeles Lakers,80%,112,1.08,135,264,Lose,-1,NotFav,27,23
661,2021.02.06,Golden State Warriors,Away,49%,111,2.56,132,Dallas Mavericks,51%,112,1.56,134,266,Lose,-1,NotFav,21,22
662,2021.02.06,Memphis Grizzlies,Away,58%,112,1.9,109,New Orleans Pelicans,42%,109,1.95,118,227,Lose,-1,Favourite,-3,9
663,2021.02.06,Milwaukee Bucks,Away,72%,117,1.18,124,Cleveland Cavaliers,28%,109,5.19,99,223,Win,0.18,Favourite,7,-10
664,2021.02.06,Minnesota Timberwolves,Away,34%,108,2.07,118,Oklahoma City Thunder,66%,114,1.81,120,238,Lose,-1,NotFav,10,6
665,2021.02.06,Portland Trail Blazers,Away,49%,107,1.86,99,New York Knicks,51%,108,2,110,209,Lose,-1,Favourite,-8,2
666,2021.02.06,San Antonio Spurs,Away,52%,111,2,111,Houston Rockets,48%,110,1.86,106,217,Win,1,NotFav,0,-4
667,2021.02.06,Toronto Raptors,Away,42%,109,1.85,121,Atlanta Hawks,58%,112,2.05,132,253,Lose,-1,Favourite,12,20
668,2021.02.06,Philadelphia 76ers,Home,53%,120,1.42,124,Brooklyn Nets,47%,118,3.1,108,232,Win,0.42,Favourite,4,-10
669,2021.02.06,Orlando Magic,Home,41%,111,2.02,92,Chicago Bulls,59%,115,1.84,118,210,Lose,-1,NotFav,-19,3
670,2021.02.06,Sacramento Kings,Home,33%,114,2.12,119,Denver Nuggets,67%,121,1.78,114,233,Win,1.12,NotFav,5,-7
671,2021.02.06,Los Angeles Lakers,Home,80%,112,1.08,135,Detroit Pistons,20%,102,9,129,264,Win,0.08,Favourite,23,27
672,2021.02.06,Dallas Mavericks,Home,51%,112,1.56,134,Golden State Warriors,49%,111,2.56,132,266,Win,0.56,Favourite,22,21
673,2021.02.06,New Orleans Pelicans,Home,42%,109,1.95,118,Memphis Grizzlies,58%,112,1.9,109,227,Win,0.95,NotFav,9,-3
674,2021.02.06,Cleveland Cavaliers,Home,28%,109,5.19,99,Milwaukee Bucks,72%,117,1.18,124,223,Lose,-1,NotFav,-10,7
675,2021.02.06,Oklahoma City Thunder,Home,66%,114,1.81,120,Minnesota Timberwolves,34%,108,2.07,118,238,Win,0.81,Favourite,6,10
676,2021.02.06,New York Knicks,Home,51%,108,2,110,Portland Trail Blazers,49%,107,1.86,99,209,Win,1,NotFav,2,-8
677,2021.02.06,Houston Rockets,Home,48%,110,1.86,106,San Antonio Spurs,52%,111,2,111,217,Lose,-1,Favourite,-4,0
678,2021.02.06,Atlanta Hawks,Home,58%,112,2.05,132,Toronto Raptors,42%,109,1.85,121,253,Win,1.05,NotFav,20,12
679,2021.02.07,Boston Celtics,Away,48%,107,2.21,91,Phoenix Suns,52%,108,1.72,100,191,Lose,-1,NotFav,-16,-8
680,2021.02.07,Miami Heat,Away,49%,100,1.46,109,New York Knicks,51%,101,2.84,103,212,Win,0.46,Favourite,9,2
681,2021.02.07,Sacramento Kings,Away,23%,110,3.9,113,Los Angeles Clippers,77%,120,1.28,110,223,Win,2.9,NotFav,3,-10
682,2021.02.07,Utah Jazz,Away,66%,115,1.5,103,Indiana Pacers,34%,109,2.71,95,198,Win,0.5,Favourite,-12,-14
683,2021.02.07,Washington Wizards,Away,0%,0,1.86,97,Charlotte Hornets,0%,0,2,119,216,Lose,-1,Favourite,97,119
684,2021.02.07,Phoenix Suns,Home,52%,108,1.72,100,Boston Celtics,48%,107,2.21,91,191,Win,0.72,Favourite,-8,-16
685,2021.02.07,New York Knicks,Home,51%,101,2.84,103,Miami Heat,49%,100,1.46,109,212,Lose,-1,NotFav,2,9
686,2021.02.07,Los Angeles Clippers,Home,77%,120,1.28,110,Sacramento Kings,23%,110,3.9,113,223,Lose,-1,Favourite,-10,3
687,2021.02.07,Indiana Pacers,Home,34%,109,2.71,95,Utah Jazz,66%,115,1.5,103,198,Lose,-1,NotFav,-14,-12
688,2021.02.07,Charlotte Hornets,Home,0%,0,2,119,Washington Wizards,0%,0,1.86,97,216,Win,1,NotFav,119,97
689,2021.02.08,Cleveland Cavaliers,Away,21%,99,2.91,113,Phoenix Suns,79%,109,1.44,119,232,Lose,-1,NotFav,14,10
690,2021.02.08,Golden State Warriors,Away,45%,112,2.02,100,San Antonio Spurs,55%,115,1.85,105,205,Lose,-1,NotFav,-12,-10
691,2021.02.08,Houston Rockets,Away,54%,109,1.82,94,Charlotte Hornets,46%,107,2.05,119,213,Lose,-1,Favourite,-15,12
692,2021.02.08,Milwaukee Bucks,Away,61%,121,1.75,125,Denver Nuggets,39%,116,2.17,112,237,Win,0.75,Favourite,4,-4
693,2021.02.08,Minnesota Timberwolves,Away,30%,109,4.82,122,Dallas Mavericks,70%,116,1.2,127,249,Lose,-1,NotFav,13,11
694,2021.02.08,Oklahoma City Thunder,Away,16%,101,5.15,112,Los Angeles Lakers,84%,113,1.18,119,231,Lose,-1,NotFav,11,6
695,2021.02.08,Toronto Raptors,Away,48%,109,1.69,128,Memphis Grizzlies,52%,110,2.24,113,241,Win,0.69,Favourite,19,3
696,2021.02.08,Washington Wizards,Away,35%,116,2.58,105,Chicago Bulls,65%,122,1.54,101,206,Win,1.58,NotFav,-11,-21
697,2021.02.08,Phoenix Suns,Home,79%,109,1.44,119,Cleveland Cavaliers,21%,99,2.91,113,232,Win,0.44,Favourite,10,14
698,2021.02.08,San Antonio Spurs,Home,55%,115,1.85,105,Golden State Warriors,45%,112,2.02,100,205,Win,0.85,Favourite,-10,-12
699,2021.02.08,Charlotte Hornets,Home,46%,107,2.05,119,Houston Rockets,54%,109,1.82,94,213,Win,1.05,NotFav,12,-15
700,2021.02.08,Denver Nuggets,Home,39%,116,2.17,112,Milwaukee Bucks,61%,121,1.75,125,237,Lose,-1,NotFav,-4,4
701,2021.02.08,Dallas Mavericks,Home,70%,116,1.2,127,Minnesota Timberwolves,30%,109,4.82,122,249,Win,0.2,Favourite,11,13
702,2021.02.08,Los Angeles Lakers,Home,84%,113,1.18,119,Oklahoma City Thunder,16%,101,5.15,112,231,Win,0.18,Favourite,6,11
703,2021.02.08,Memphis Grizzlies,Home,52%,110,2.24,113,Toronto Raptors,48%,109,1.69,128,241,Lose,-1,NotFav,3,19
704,2021.02.08,Chicago Bulls,Home,65%,122,1.54,101,Washington Wizards,35%,116,2.58,105,206,Lose,-1,Favourite,-21,-11
705,2021.02.09,Boston Celtics,Away,33%,107,2.85,108,Utah Jazz,67%,113,1.46,122,230,Lose,-1,NotFav,1,9
706,2021.02.09,Brooklyn Nets,Away,58%,120,1.44,111,Detroit Pistons,42%,116,2.94,122,233,Lose,-1,Favourite,-9,6
707,2021.02.09,Golden State Warriors,Away,45%,112,1.83,114,San Antonio Spurs,55%,115,2.04,91,205,Win,0.83,Favourite,2,-24
708,2021.02.09,Houston Rockets,Away,50%,112,3.17,101,New Orleans Pelicans,50%,111,1.39,130,231,Lose,-1,NotFav,-11,19
709,2021.02.09,New York Knicks,Away,43%,98,3.01,96,Miami Heat,57%,101,1.42,98,194,Lose,-1,NotFav,-2,-3
710,2021.02.09,Orlando Magic,Away,27%,108,3.08,97,Portland Trail Blazers,73%,116,1.4,106,203,Lose,-1,NotFav,-11,-10
711,2021.02.09,Philadelphia 76ers,Away,61%,118,1.52,119,Sacramento Kings,39%,113,2.64,111,230,Win,0.52,Favourite,1,-2
712,2021.02.09,Utah Jazz,Home,67%,113,1.46,122,Boston Celtics,33%,107,2.85,108,230,Win,0.46,Favourite,9,1
713,2021.02.09,Detroit Pistons,Home,42%,116,2.94,122,Brooklyn Nets,58%,120,1.44,111,233,Win,1.94,NotFav,6,-9
714,2021.02.09,San Antonio Spurs,Home,55%,115,2.04,91,Golden State Warriors,45%,112,1.83,114,205,Lose,-1,NotFav,-24,2
715,2021.02.09,New Orleans Pelicans,Home,50%,111,1.39,130,Houston Rockets,50%,112,3.17,101,231,Win,0.39,Favourite,19,-11
716,2021.02.09,Miami Heat,Home,57%,101,1.42,98,New York Knicks,43%,98,3.01,96,194,Win,0.42,Favourite,-3,-2
717,2021.02.09,Portland Trail Blazers,Home,73%,116,1.4,106,Orlando Magic,27%,108,3.08,97,203,Win,0.4,Favourite,-10,-11
718,2021.02.09,Sacramento Kings,Home,39%,113,2.64,111,Philadelphia 76ers,61%,118,1.52,119,230,Lose,-1,NotFav,-2,1
719,2021.02.10,Atlanta Hawks,Away,53%,114,2.41,117,Dallas Mavericks,47%,112,1.61,118,235,Lose,-1,NotFav,3,6
720,2021.02.10,Charlotte Hornets,Away,39%,107,2.23,114,Memphis Grizzlies,61%,112,1.7,130,244,Lose,-1,NotFav,7,18
721,2021.02.10,Cleveland Cavaliers,Away,21%,104,4.8,95,Denver Nuggets,79%,114,1.2,133,228,Lose,-1,NotFav,-9,19
722,2021.02.10,Indiana Pacers,Away,41%,118,1.85,94,Brooklyn Nets,59%,122,2.01,104,198,Lose,-1,Favourite,-24,-18
723,2021.02.10,Los Angeles Clippers,Away,83%,117,1.25,119,Minnesota Timberwolves,17%,104,4.26,112,231,Win,0.25,Favourite,2,8
724,2021.02.10,Milwaukee Bucks,Away,63%,115,1.6,124,Phoenix Suns,37%,110,2.44,125,249,Lose,-1,Favourite,9,15
725,2021.02.10,New Orleans Pelicans,Away,49%,115,1.72,116,Chicago Bulls,51%,116,2.2,129,245,Lose,-1,Favourite,1,13
726,2021.02.10,Oklahoma City Thunder,Away,16%,101,6.85,113,Los Angeles Lakers,84%,113,1.12,114,227,Lose,-1,NotFav,12,1
727,2021.02.10,Toronto Raptors,Away,66%,120,1.47,137,Washington Wizards,34%,113,2.79,115,252,Win,0.47,Favourite,17,2
728,2021.02.10,Dallas Mavericks,Home,47%,112,1.61,118,Atlanta Hawks,53%,114,2.41,117,235,Win,0.61,Favourite,6,3
729,2021.02.10,Memphis Grizzlies,Home,61%,112,1.7,130,Charlotte Hornets,39%,107,2.23,114,244,Win,0.7,Favourite,18,7
730,2021.02.10,Denver Nuggets,Home,79%,114,1.2,133,Cleveland Cavaliers,21%,104,4.8,95,228,Win,0.2,Favourite,19,-9
731,2021.02.10,Brooklyn Nets,Home,59%,122,2.01,104,Indiana Pacers,41%,118,1.85,94,198,Win,1.01,NotFav,-18,-24
732,2021.02.10,Minnesota Timberwolves,Home,17%,104,4.26,112,Los Angeles Clippers,83%,117,1.25,119,231,Lose,-1,NotFav,8,2
733,2021.02.10,Phoenix Suns,Home,37%,110,2.44,125,Milwaukee Bucks,63%,115,1.6,124,249,Win,1.44,NotFav,15,9
734,2021.02.10,Chicago Bulls,Home,51%,116,2.2,129,New Orleans Pelicans,49%,115,1.72,116,245,Win,1.2,NotFav,13,1
735,2021.02.10,Los Angeles Lakers,Home,84%,113,1.12,114,Oklahoma City Thunder,16%,101,6.85,113,227,Win,0.12,Favourite,1,12
736,2021.02.10,Washington Wizards,Home,34%,113,2.79,115,Toronto Raptors,66%,120,1.47,137,252,Lose,-1,NotFav,2,17
737,2021.02.11,Indiana Pacers,Away,54%,114,1.6,111,Detroit Pistons,46%,112,2.44,95,206,Win,0.6,Favourite,-3,-17
738,2021.02.11,Miami Heat,Away,42%,104,1.78,101,Houston Rockets,58%,108,2.11,94,195,Win,0.78,Favourite,-3,-14
739,2021.02.11,Orlando Magic,Away,24%,105,4.31,105,Golden State Warriors,76%,114,1.24,111,216,Lose,-1,NotFav,0,-3
740,2021.02.11,Philadelphia 76ers,Away,56%,117,1.43,114,Portland Trail Blazers,44%,114,2.94,118,232,Lose,-1,Favourite,-3,4
741,2021.02.11,Toronto Raptors,Away,0%,0,2.18,106,Boston Celtics,0%,0,1.73,120,226,Lose,-1,NotFav,106,120
742,2021.02.11,Detroit Pistons,Home,46%,112,2.44,95,Indiana Pacers,54%,114,1.6,111,206,Lose,-1,NotFav,-17,-3
743,2021.02.11,Houston Rockets,Home,58%,108,2.11,94,Miami Heat,42%,104,1.78,101,195,Lose,-1,NotFav,-14,-3
744,2021.02.11,Golden State Warriors,Home,76%,114,1.24,111,Orlando Magic,24%,105,4.31,105,216,Win,0.24,Favourite,-3,0
745,2021.02.11,Portland Trail Blazers,Home,44%,114,2.94,118,Philadelphia 76ers,56%,117,1.43,114,232,Win,1.94,NotFav,4,-3
746,2021.02.11,Boston Celtics,Home,0%,0,1.73,120,Toronto Raptors,0%,0,2.18,106,226,Win,0.73,Favourite,120,106
747,2021.02.12,Cleveland Cavaliers,Away,29%,108,2.46,110,Portland Trail Blazers,71%,115,1.59,129,239,Lose,-1,NotFav,2,14
748,2021.02.12,Detroit Pistons,Away,0%,0,3.5,108,Boston Celtics,0%,0,1.33,102,210,Win,2.5,NotFav,108,102
749,2021.02.12,Los Angeles Clippers,Away,70%,118,1.32,125,Chicago Bulls,30%,111,3.6,106,231,Win,0.32,Favourite,7,-5
750,2021.02.12,Memphis Grizzlies,Away,27%,103,3.94,105,Los Angeles Lakers,73%,111,1.28,115,220,Lose,-1,NotFav,2,4
751,2021.02.12,Milwaukee Bucks,Away,48%,114,2.18,115,Utah Jazz,52%,115,1.74,129,244,Lose,-1,NotFav,1,14
752,2021.02.12,Minnesota Timberwolves,Away,31%,107,2.21,114,Charlotte Hornets,69%,114,1.71,120,234,Lose,-1,NotFav,7,6
753,2021.02.12,New Orleans Pelicans,Away,49%,113,2.27,130,Dallas Mavericks,51%,114,1.69,143,273,Lose,-1,NotFav,17,29
754,2021.02.12,New York Knicks,Away,59%,111,1.64,109,Washington Wizards,41%,107,2.36,91,200,Win,0.64,Favourite,-2,-16
755,2021.02.12,Oklahoma City Thunder,Away,28%,108,6.7,95,Denver Nuggets,72%,116,1.12,97,192,Lose,-1,NotFav,-13,-19
756,2021.02.12,Orlando Magic,Away,32%,109,3.22,123,Sacramento Kings,68%,116,1.38,112,235,Win,2.22,NotFav,14,-4
757,2021.02.12,San Antonio Spurs,Away,47%,112,2.18,125,Atlanta Hawks,53%,114,1.73,114,239,Win,1.18,NotFav,13,0
758,2021.02.12,Portland Trail Blazers,Home,71%,115,1.59,129,Cleveland Cavaliers,29%,108,2.46,110,239,Win,0.59,Favourite,14,2
759,2021.02.12,Boston Celtics,Home,0%,0,1.33,102,Detroit Pistons,0%,0,3.5,108,210,Lose,-1,Favourite,102,108
760,2021.02.12,Chicago Bulls,Home,30%,111,3.6,106,Los Angeles Clippers,70%,118,1.32,125,231,Lose,-1,NotFav,-5,7
761,2021.02.12,Los Angeles Lakers,Home,73%,111,1.28,115,Memphis Grizzlies,27%,103,3.94,105,220,Win,0.28,Favourite,4,2
762,2021.02.12,Utah Jazz,Home,52%,115,1.74,129,Milwaukee Bucks,48%,114,2.18,115,244,Win,0.74,Favourite,14,1
763,2021.02.12,Charlotte Hornets,Home,69%,114,1.71,120,Minnesota Timberwolves,31%,107,2.21,114,234,Win,0.71,Favourite,6,7
764,2021.02.12,Dallas Mavericks,Home,51%,114,1.69,143,New Orleans Pelicans,49%,113,2.27,130,273,Win,0.69,Favourite,29,17
765,2021.02.12,Washington Wizards,Home,41%,107,2.36,91,New York Knicks,59%,111,1.64,109,200,Lose,-1,NotFav,-16,-2
766,2021.02.12,Denver Nuggets,Home,72%,116,1.12,97,Oklahoma City Thunder,28%,108,6.7,95,192,Win,0.12,Favourite,-19,-13
767,2021.02.12,Sacramento Kings,Home,68%,116,1.38,112,Orlando Magic,32%,109,3.22,123,235,Lose,-1,Favourite,-4,14
768,2021.02.12,Atlanta Hawks,Home,53%,114,1.73,114,San Antonio Spurs,47%,112,2.18,125,239,Lose,-1,Favourite,0,13
769,2021.02.13,Brooklyn Nets,Away,49%,120,1.64,134,Golden State Warriors,51%,121,2.36,117,251,Win,0.64,Favourite,14,-4
770,2021.02.13,Houston Rockets,Away,53%,103,1.93,99,New York Knicks,47%,101,1.92,121,220,Lose,-1,NotFav,-4,20
771,2021.02.13,Indiana Pacers,Away,45%,112,1.84,125,Atlanta Hawks,55%,115,2.02,113,238,Win,0.84,Favourite,13,-2
772,2021.02.13,Miami Heat,Away,24%,102,3.33,94,Utah Jazz,76%,111,1.36,112,206,Lose,-1,NotFav,-8,1
773,2021.02.13,Philadelphia 76ers,Away,48%,108,2,111,Phoenix Suns,52%,109,1.86,120,231,Lose,-1,NotFav,3,11
774,2021.02.13,Golden State Warriors,Home,51%,121,2.36,117,Brooklyn Nets,49%,120,1.64,134,251,Lose,-1,NotFav,-4,14
775,2021.02.13,New York Knicks,Home,47%,101,1.92,121,Houston Rockets,53%,103,1.93,99,220,Win,0.92,NotFav,20,-4
776,2021.02.13,Atlanta Hawks,Home,55%,115,2.02,113,Indiana Pacers,45%,112,1.84,125,238,Lose,-1,NotFav,-2,13
777,2021.02.13,Utah Jazz,Home,76%,111,1.36,112,Miami Heat,24%,102,3.33,94,206,Win,0.36,Favourite,1,-8
778,2021.02.13,Phoenix Suns,Home,52%,109,1.86,120,Philadelphia 76ers,48%,108,2,111,231,Win,0.86,Favourite,11,3
779,2021.02.14,Boston Celtics,Away,0%,0,1.35,91,Washington Wizards,0%,0,3.38,104,195,Lose,-1,Favourite,91,104
780,2021.02.14,Cleveland Cavaliers,Away,12%,100,4.41,111,Los Angeles Clippers,88%,115,1.23,128,239,Lose,-1,NotFav,11,13
781,2021.02.14,Los Angeles Lakers,Away,57%,112,1.67,105,Denver Nuggets,43%,109,2.3,122,227,Lose,-1,Favourite,-7,13
782,2021.02.14,Memphis Grizzlies,Away,55%,116,2.12,124,Sacramento Kings,45%,113,1.78,110,234,Win,1.12,NotFav,8,-3
783,2021.02.14,Milwaukee Bucks,Away,77%,121,1.12,109,Oklahoma City Thunder,23%,111,6.73,114,223,Lose,-1,Favourite,-12,3
784,2021.02.14,Minnesota Timberwolves,Away,23%,108,3.79,116,Toronto Raptors,77%,117,1.29,112,228,Win,2.79,NotFav,8,-5
785,2021.02.14,New Orleans Pelicans,Away,0%,0,1.46,112,Detroit Pistons,0%,0,2.83,123,235,Lose,-1,Favourite,112,123
786,2021.02.14,Orlando Magic,Away,20%,101,6.17,90,Phoenix Suns,80%,111,1.14,109,199,Lose,-1,NotFav,-11,-2
787,2021.02.14,Portland Trail Blazers,Away,50%,116,2.87,121,Dallas Mavericks,50%,117,1.46,118,239,Win,1.87,NotFav,5,1
788,2021.02.14,San Antonio Spurs,Away,49%,111,1.59,122,Charlotte Hornets,51%,112,2.47,110,232,Win,0.59,Favourite,11,-2
789,2021.02.14,Washington Wizards,Home,0%,0,3.38,104,Boston Celtics,0%,0,1.35,91,195,Win,2.38,NotFav,104,91
790,2021.02.14,Los Angeles Clippers,Home,88%,115,1.23,128,Cleveland Cavaliers,12%,100,4.41,111,239,Win,0.23,Favourite,13,11
791,2021.02.14,Denver Nuggets,Home,43%,109,2.3,122,Los Angeles Lakers,57%,112,1.67,105,227,Win,1.3,NotFav,13,-7
792,2021.02.14,Sacramento Kings,Home,45%,113,1.78,110,Memphis Grizzlies,55%,116,2.12,124,234,Lose,-1,Favourite,-3,8
793,2021.02.14,Oklahoma City Thunder,Home,23%,111,6.73,114,Milwaukee Bucks,77%,121,1.12,109,223,Win,5.73,NotFav,3,-12
794,2021.02.14,Toronto Raptors,Home,77%,117,1.29,112,Minnesota Timberwolves,23%,108,3.79,116,228,Lose,-1,Favourite,-5,8
795,2021.02.14,Detroit Pistons,Home,0%,0,2.83,123,New Orleans Pelicans,0%,0,1.46,112,235,Win,1.83,NotFav,123,112
796,2021.02.14,Phoenix Suns,Home,80%,111,1.14,109,Orlando Magic,20%,101,6.17,90,199,Win,0.14,Favourite,-2,-11
797,2021.02.14,Dallas Mavericks,Home,50%,117,1.46,118,Portland Trail Blazers,50%,116,2.87,121,239,Lose,-1,Favourite,1,5
798,2021.02.14,Charlotte Hornets,Home,51%,112,2.47,110,San Antonio Spurs,49%,111,1.59,122,232,Lose,-1,NotFav,-2,11
799,2021.02.15,Atlanta Hawks,Away,47%,103,1.83,112,New York Knicks,53%,105,2.04,123,235,Lose,-1,Favourite,9,18
800,2021.02.15,Brooklyn Nets,Away,60%,125,1.52,136,Sacramento Kings,40%,120,2.64,125,261,Win,0.52,Favourite,11,5
801,2021.02.15,Chicago Bulls,Away,39%,111,2.66,120,Indiana Pacers,61%,116,1.52,112,232,Win,1.66,NotFav,9,-4
802,2021.02.15,Cleveland Cavaliers,Away,24%,104,4.94,98,Golden State Warriors,76%,113,1.2,129,227,Lose,-1,NotFav,-6,16
803,2021.02.15,Houston Rockets,Away,62%,116,2.06,119,Washington Wizards,38%,111,1.81,131,250,Lose,-1,NotFav,3,20
804,2021.02.15,Miami Heat,Away,25%,104,1.54,118,Los Angeles Clippers,75%,112,2.62,125,243,Lose,-1,Favourite,14,13
805,2021.02.15,Philadelphia 76ers,Away,30%,107,3.91,123,Utah Jazz,70%,114,1.27,134,257,Lose,-1,NotFav,16,20
806,2021.02.15,New York Knicks,Home,53%,105,2.04,123,Atlanta Hawks,47%,103,1.83,112,235,Win,1.04,NotFav,18,9
807,2021.02.15,Sacramento Kings,Home,40%,120,2.64,125,Brooklyn Nets,60%,125,1.52,136,261,Lose,-1,NotFav,5,11
808,2021.02.15,Indiana Pacers,Home,61%,116,1.52,112,Chicago Bulls,39%,111,2.66,120,232,Lose,-1,Favourite,-4,9
809,2021.02.15,Golden State Warriors,Home,76%,113,1.2,129,Cleveland Cavaliers,24%,104,4.94,98,227,Win,0.2,Favourite,16,-6
810,2021.02.15,Washington Wizards,Home,38%,111,1.81,131,Houston Rockets,62%,116,2.06,119,250,Win,0.81,Favourite,20,3
811,2021.02.15,Los Angeles Clippers,Home,75%,112,2.62,125,Miami Heat,25%,104,1.54,118,243,Win,1.62,NotFav,13,14
812,2021.02.15,Utah Jazz,Home,70%,114,1.27,134,Philadelphia 76ers,30%,107,3.91,123,257,Win,0.27,Favourite,20,16
813,2021.02.16,Brooklyn Nets,Away,45%,115,3.6,128,Phoenix Suns,55%,118,1.32,124,252,Win,2.6,NotFav,13,6
814,2021.02.16,Denver Nuggets,Away,48%,111,2.1,99,Boston Celtics,52%,113,1.79,112,211,Lose,-1,NotFav,-12,-1
815,2021.02.16,Los Angeles Lakers,Away,83%,116,1.39,112,Minnesota Timberwolves,17%,104,3.12,104,216,Win,0.39,Favourite,-4,0
816,2021.02.16,New Orleans Pelicans,Away,45%,112,1.84,144,Memphis Grizzlies,55%,115,2.02,113,257,Win,0.84,Favourite,32,-2
817,2021.02.16,Portland Trail Blazers,Away,58%,116,1.47,115,Oklahoma City Thunder,42%,112,2.81,104,219,Win,0.47,Favourite,-1,-8
818,2021.02.16,Toronto Raptors,Away,29%,113,2.99,124,Milwaukee Bucks,71%,121,1.43,113,237,Win,1.99,NotFav,11,-8
819,2021.02.16,Phoenix Suns,Home,55%,118,1.32,124,Brooklyn Nets,45%,115,3.6,128,252,Lose,-1,Favourite,6,13
820,2021.02.16,Boston Celtics,Home,52%,113,1.79,112,Denver Nuggets,48%,111,2.1,99,211,Win,0.79,Favourite,-1,-12
821,2021.02.16,Minnesota Timberwolves,Home,17%,104,3.12,104,Los Angeles Lakers,83%,116,1.39,112,216,Lose,-1,NotFav,0,-4
822,2021.02.16,Memphis Grizzlies,Home,55%,115,2.02,113,New Orleans Pelicans,45%,112,1.84,144,257,Lose,-1,NotFav,-2,32
823,2021.02.16,Oklahoma City Thunder,Home,42%,112,2.81,104,Portland Trail Blazers,58%,116,1.47,115,219,Lose,-1,NotFav,-8,-1
824,2021.02.16,Milwaukee Bucks,Home,71%,121,1.43,113,Toronto Raptors,29%,113,2.99,124,237,Lose,-1,Favourite,-8,11
825,2021.02.17,Atlanta Hawks,Away,38%,107,2.08,122,Boston Celtics,62%,112,1.8,114,236,Win,1.08,NotFav,15,2
826,2021.02.17,Denver Nuggets,Away,72%,120,1.54,128,Washington Wizards,28%,112,2.6,130,258,Lose,-1,Favourite,8,18
827,2021.02.17,Detroit Pistons,Away,0%,0,2.25,102,Chicago Bulls,0%,0,1.69,105,207,Lose,-1,NotFav,102,105
828,2021.02.17,Houston Rockets,Away,32%,107,4.12,113,Philadelphia 76ers,68%,114,1.26,118,231,Lose,-1,NotFav,6,4
829,2021.02.17,Indiana Pacers,Away,66%,115,1.46,134,Minnesota Timberwolves,34%,109,2.82,128,262,Win,0.46,Favourite,19,19
830,2021.02.17,Miami Heat,Away,40%,107,2.04,112,Golden State Warriors,60%,111,1.83,120,232,Lose,-1,NotFav,5,9
831,2021.02.17,New York Knicks,Away,68%,104,1.63,89,Orlando Magic,32%,98,2.38,107,196,Lose,-1,Favourite,-15,9
832,2021.02.17,Oklahoma City Thunder,Away,0%,0,3.3,113,Memphis Grizzlies,0%,0,1.36,122,235,Lose,-1,NotFav,113,122
833,2021.02.17,Portland Trail Blazers,Away,48%,117,2.47,126,New Orleans Pelicans,52%,118,1.59,124,250,Win,1.47,NotFav,9,6
834,2021.02.17,Utah Jazz,Away,49%,111,1.39,114,Los Angeles Clippers,51%,112,3.21,96,210,Win,0.39,Favourite,3,-16
835,2021.02.17,Boston Celtics,Home,62%,112,1.8,114,Atlanta Hawks,38%,107,2.08,122,236,Lose,-1,Favourite,2,15
836,2021.02.17,Washington Wizards,Home,28%,112,2.6,130,Denver Nuggets,72%,120,1.54,128,258,Win,1.6,NotFav,18,8
837,2021.02.17,Chicago Bulls,Home,0%,0,1.69,105,Detroit Pistons,0%,0,2.25,102,207,Win,0.69,Favourite,105,102
838,2021.02.17,Philadelphia 76ers,Home,68%,114,1.26,118,Houston Rockets,32%,107,4.12,113,231,Win,0.26,Favourite,4,6
839,2021.02.17,Minnesota Timberwolves,Home,34%,109,2.82,128,Indiana Pacers,66%,115,1.46,134,262,Lose,-1,NotFav,19,19
840,2021.02.17,Golden State Warriors,Home,60%,111,1.83,120,Miami Heat,40%,107,2.04,112,232,Win,0.83,Favourite,9,5
